Reaction ID,Number of Reaction Details,Reaction Rank,Record Type,Reactant,Product,Bin,Reaction,Reaction Details: Reaction Classification,Example label,Example title,Fulltext of reaction,Number of Reaction Steps,Multi-step Scheme,Multi-step Details,Number of Stages,Solid Phase,Time (Reaction Details) [h],Temperature (Reaction Details) [C],Pressure (Reaction Details) [Torr],pH-Value (Reaction Details),Other Conditions,Reaction Type,Subject Studied,Prototype Reaction,Named Reaction,Type of reaction description (Reaction Details),Location,Comment (Reaction Details),Product.1,Yield,Yield (numerical),Yield (optical),Stage Reactant,Reagent,Catalyst,Solvent (Reaction Details)
22960234,4,95,full reaction; has preparation,cyclohexanone-oxime,caprolactam; 6-aminohexanoic acid,79890; 124922,ON=C1CCCCC1>>O=C1CCCCCN1.NCCCCCC(O)=O,Preparation,1-11,EXAMPLE 1,"Using a continuous type high-temperature high-pressure reaction apparatus as shown in FIG. 1, continuous production of ¦Å-caprolactam through a rearrangement reaction was attempted using a cyclohexanone oxime (purity 97%) made byAldrich Chemical Company, Inc. and acetic acid in high-temperature high-pressure water of temperature 375 C., pressure 40 MPa and density 0.6096 g/cm3. [0060] The material of the reactor was alloy C-276, and the internal diameter of the reactor was 0.325 mm and the length of the reactor was 120 cm, and hence the volume of the reactor was calculated to be 0.0995 cm3. Each of the introduced prepared liquids (i.e. the carrier water and the substrate solution) was injected in using a high-pressure pump. Distilled water from which dissolved oxygen had been driven out by bubbling with nitrogen gas was heated to produce carrier water at 480 C. and 40 MPa, and the carrier water was passed through at a flow rate of 4.0 ml/min. A substrate solution containing 22.7 mM of cyclohexanone oxime and 51.3 mM of acetic acid was prepared using similarly deoxygenated distilled water. The substrate solution was introduced at room temperature and 40 MPa into the carrier water at the reactor inlet at a flow rate of 1.0 ml/min, thus mixing the substrate solution and the carrier water together. The reaction temperature of the mixed solution measured by a thermocouple (1) installed 1 cm from the reactor inlet was 375 C., which matched the temperature measured by a thermocouple (2) at the reactor outlet, and hence it is inferred that the temperature throughout the reactor was constant, and that the carrier water and the substrate solution were mixed together homogeneously. The substrate concentration and the acetic acid concentration after the mixing were 4.54 mM and 10.26 mM respectively. The reaction time was 0.728 seconds. It is thus inferred that the mixing took place within a short time of not more than 0.006 seconds. The aqueous solution recovered after the reaction was examined using a high performance liquid chromatography-mass spectrometry apparatus, whereupon it was found that ¦Å-caprolactam as a main product and 6-aminocaproic acid as a byproduct had been produced. The concentration of the ¦Å-caprolactam was 4.45 mM, and hence the reaction yield thereof was 98.0%. The concentration of the 6-aminocaproic acid was 0.074 mM, and hence the reaction yield thereof was 1.6%. [0061] In the case that an experiment was carried out under exactly the same conditions but without adding the acid, ¦Å-caprolactam, 6-aminocaproic acid, and the raw material cyclohexanone oxime were detected. The yields of the ¦Å-caprolactam and the 6-aminocaproic acid were 59.1% and 1.1% respectively. It is thus inferred that the rearrangement reaction of the oxime was efficiently promoted by adding the acetic acid.Reaction was carried out as in Example 1, thus attempting continuous production of ¦Å-caprolactam through a rearrangement reaction of cyclohexanone oxime. The reaction conditions, however, were changed to the following. Reaction Conditions [0063] Temperature and pressure of carrier water: 422 C., 30 MPa [0064] Flow rate of carrier water: 3.9 ml/min [0065] Temperature and pressure of substrate solution containing 22.7 mM of substrate and 8.5 mM of acetic acid: 25 C., 30 MPa [0066] Flow rate of substrate solution: 1.1 ml/min [0067] Temperature of high-temperature high-pressure water in the reaction: 350 C. [0068] Pressure of high-temperature high-pressure water in the reaction: 30 MPa [0069] Density of high-temperature high-pressure water in the reaction: 0.6443 g/cm3 [0070] Flow rate of high-temperature high-pressure water in the reaction: 5.0 ml/min [0071] After the mixing, the cyclohexanone oxime substrate concentration was 4.99 mM and the acetic acid concentration was 1.9 mM. The reaction time was 0.667 seconds, and the temperature throughout the reactor was constant, and hence it is inferred that the mixing took place within a short time of not more than 0.006 seconds. The aqueous solution after the reaction was examined using a high performance liquid chromatography-mass spectrometry apparatus, whereupon it was found that ¦Å-caprolactam as a main product and 6-aminocaproic acid as a byproduct had been produced. In addition, unreacted cyclohexanone oxime was detected. The concentration of the ¦Å-caprolactam was 2.59 mM, and hence the reaction yield thereof was 51.9%. The concentration of the 6-aminocaproic acid was 0.010 mM, and hence the reaction yield thereof was 0.2%. [0072] In the case that an experiment was carried out under exactly the same conditions but without adding the acid, ¦Å-caprolactam, 6-aminocaproic acid, and the raw material cyclohexanone oxime were detected. The yields of the ¦Å-caprolactam and the 6-aminocaproic acid were 33.4% and 0.2% respectively. It is thus inferred that the rearrangement reaction of the oxime was promoted by adding the acetic acid.Reaction was carried out as in Example 1, thus attempting...",1,,,,,5.05556E-05 - 0.00143472,200 - 380,67506.8 - 300030,,Continuous production,Beckmann Rearrangement,,,,,Page 6-10,,caprolactam; 6-aminohexanoic acid,0 - 98.0 percent; 0.2 - 7.3 percent,0; 0.2,,,acetic acid,,water
24813018,2,95,full reaction; has preparation,methyl 2-((hydroxyimino)methyl)-1-((2-(trimethylsilyl)ethoxy)methyl)-1H-imidazole-4-carboxylate,Methyl 2-cyano-1-((2-(trimethylsilyl)ethoxy)methyl)-1H-imidazole-4-carboxylate,141915,COC(=O)C1=CN(COCC[Si](C)(C)C)C(C=NO)=N1>>COC(=O)C1=CN(COCC[Si](C)(C)C)C(=N1)C#N,Preparation,111,,"To a solution of methyl 2-((hydroxyimino)methyl)-l-((2-(trimethylsilyl)ethoxy) methyl)-lH-imidazole-4-carboxylate (1.4 g, 4.6 mmol, 1.0 eq) in DCM (20.0 mL) were added pyridine (1.48 g, 18.7 mmol, 4.0 eq) and TFAA (2.0 mL, 13.8 mmol, 3.0 eq). The reaction mixture was stirred at rt for 12 h. The solvent was removed in vacuo, diluted with EA (50 mL), washed with aq. NaHC03 solution, dried over Na2S04, filtered and concentrated in vacuo. The resulting residue was purified by column chromatography (PE/EA = 10/1, v/v) to provide methyl 2-cyano-l-((2-(trimethylsilyl)ethoxy)methyl)-lH- imidazole-4-carboxylate (1.18 g, 91.2%).",1,,,,,12,20,,,,,,,,,Paragraph 00578,,Methyl 2-cyano-1-((2-(trimethylsilyl)ethoxy)methyl)-1H-imidazole-4-carboxylate,91.2percent,91.2,,,pyridine; trifluoroacetic anhydride,,dichloromethane
24813018,2,95,full reaction; has preparation,methyl 2-((hydroxyimino)methyl)-1-((2-(trimethylsilyl)ethoxy)methyl)-1H-imidazole-4-carboxylate,Methyl 2-cyano-1-((2-(trimethylsilyl)ethoxy)methyl)-1H-imidazole-4-carboxylate,141915,COC(=O)C1=CN(COCC[Si](C)(C)C)C(C=NO)=N1>>COC(=O)C1=CN(COCC[Si](C)(C)C)C(=N1)C#N,Preparation,40.d,,"d) 2-Cyano-l-(2-trimethylsilanyl-ethoxymethyl)-lH-imidazole-4-carboxylic acid methyl ester; To a solution of 2-formyl-l-(2-trimethylsilanyl-ethoxymethyl)-lH-imidazole-4- carboxylic acid methyl ester (0.11 g, 0.38 mmol) (as prepared in the previous step) in methanol (2 mL) was added a 50% aqueous hydroxylamine solution (30 ¦ÌL) and the reaction stirred for 3 h at RT and then concentrated. The residue was dissolved in DCM(2 mL), pyridine (0.13 mL), and trifluoroacetic anhydride (0.17 mL, 1.1 mmol) was added and the reaction sti?pd for 10 h at RT. The reaction was diluted with EtOAc (10 mL) and washed with satd NaHCO3 (2 x 10 mL) and the organic layer dried over Na2SO4 and then concentrated. The title compound was eluted from a 10-g SPE cartridge (silica) with 30%EtOAc/hexane to give 0.085 g (76%) of a colorless oil. 1H-NMR (400 MHz, CDCl3): ¦Ä 7.99 (s, IH), 5.50 (s, 2H), 3.92 (s, 3H), 3.58 (m, 2H), 0.94 (m, 2H), 0.00 (s, 9H).",1,,,,,10,20,,,,,,,,,Page/Page column 94,,Methyl 2-cyano-1-((2-(trimethylsilyl)ethoxy)methyl)-1H-imidazole-4-carboxylate,76 percent,76,,,pyridine; trifluoroacetic anhydride,,dichloromethane
29939311,1,95,full reaction; has preparation,5-fluoro-1H-indole-3-carboxaldehyde oxime,5-fluoro-1H-indole-3-carbonitrile,,O\N=C\C1=CNC2=C1C=C(F)C=C2>>FC1=CC=C2NC=C(C#N)C2=C1,Preparation,,21 T3P catalyzed synthesis of nitriles from aldoximes:,"To a solution of aldoxime (0.01 mol) in THF (10 mL) was added T3P (15 mol %, 50% soln in EtOAc) and the resulting reaction mixture was stirred at room temperature for 1-2 h under nitrogen atmosphere. When the reaction was completed as confirmed by TLC, the solvent was removed under vacuum and the residue was diluted with water (20 mL). The product was extracted with ethyl acetate (2 ¡Á 20 mL) and the combined organic phase was washed with saturated NaHCO3 solution (1 ¡Á 10 mL) and brine. The organic phase was dried over anhydrous Na2SO4. The solvent was removed under reduced pressure to afford the desired nitriles in good purity.",1,,,,,,20,,,Inert atmosphere,Beckmann rearrangement,,,,,scheme or table,,5-fluoro-1H-indole-3-carbonitrile,93 percent,93,,,"2,4,6-tripropyl-1,3,5,2,4,6-trioxatriphosphinane-2,4,6-trioxide",,tetrahydrofuran; ethyl acetate
30250087,1,95,full reaction; has preparation,"2-bromo-4,5-(methylenedioxy)benzaldehyde oxime","6-bromobenzo[d][1,3]dioxole-5-carbonitrile",141910,O\N=C\C1=CC2=C(OCO2)C=C1Br>>BrC1=C(C=C2OCOC2=C1)C#N,Preparation,,21 T3P catalyzed synthesis of nitriles from aldoximes:,"To a solution of aldoxime (0.01 mol) in THF (10 mL) was added T3P (15 mol %, 50% soln in EtOAc) and the resulting reaction mixture was stirred at room temperature for 1-2 h under nitrogen atmosphere. When the reaction was completed as confirmed by TLC, the solvent was removed under vacuum and the residue was diluted with water (20 mL). The product was extracted with ethyl acetate (2 ¡Á 20 mL) and the combined organic phase was washed with saturated NaHCO3 solution (1 ¡Á 10 mL) and brine. The organic phase was dried over anhydrous Na2SO4. The solvent was removed under reduced pressure to afford the desired nitriles in good purity.",1,,,,,,20,,,Inert atmosphere,Beckmann rearrangement,,,,,scheme or table,,"6-bromobenzo[d][1,3]dioxole-5-carbonitrile",96 percent,96,,,"2,4,6-tripropyl-1,3,5,2,4,6-trioxatriphosphinane-2,4,6-trioxide",,tetrahydrofuran; ethyl acetate
30250093,1,95,full reaction; has preparation,(E)-1-(pyridin-3-yl)ethanone oxime,N-(pyridin-3-yl)acetamide,,C\C(=N/O)C1=CC=CN=C1>>CC(=O)NC1=CC=CN=C1,Preparation,,20 T3P catalyzed synthesis of amides/lactams from ketoximes:,"To a solution of ketoxime (0.01 mol) in THF (10 mL) was added T3P (15 mol %, 50% soln in EtOAc) and the resulting reaction mixture was stirred at reflux for 1-4 h under nitrogen atmosphere. When the reaction was completed as confirmed by TLC, the solvent was removed under vacuum and the residue was diluted with water (20 mL). The product was extracted with ethyl acetate (2 ¡Á 20 mL) and the combined organic phase was washed with saturated NaHCO3 solution (1 ¡Á 10 mL) and brine. The organic phase was dried over anhydrous Na2SO4. The solvent was removed under reduced pressure to afford the desired amides in good purity.",1,,,,,,70,,,Inert atmosphere,Beckmann rearrangement,,,,,scheme or table,,N-(pyridin-3-yl)acetamide,90 percent,90,,,"2,4,6-tripropyl-1,3,5,2,4,6-trioxatriphosphinane-2,4,6-trioxide",,tetrahydrofuran; ethyl acetate
30250094,1,95,full reaction; has preparation,"1-(2,5-dimethyl-[3]furyl)-ethanone oxime","N-(2,5-dimethylfuran-3-yl)acetamide",23622,C\C(=N/O)C1=C(C)OC(C)=C1>>CC(=O)NC1=C(C)OC(C)=C1,Preparation,,20 T3P catalyzed synthesis of amides/lactams from ketoximes:,"To a solution of ketoxime (0.01 mol) in THF (10 mL) was added T3P (15 mol %, 50% soln in EtOAc) and the resulting reaction mixture was stirred at reflux for 1-4 h under nitrogen atmosphere. When the reaction was completed as confirmed by TLC, the solvent was removed under vacuum and the residue was diluted with water (20 mL). The product was extracted with ethyl acetate (2 ¡Á 20 mL) and the combined organic phase was washed with saturated NaHCO3 solution (1 ¡Á 10 mL) and brine. The organic phase was dried over anhydrous Na2SO4. The solvent was removed under reduced pressure to afford the desired amides in good purity.",1,,,,,,70,,,Inert atmosphere,Beckmann rearrangement,,,,,scheme or table,,"N-(2,5-dimethylfuran-3-yl)acetamide",87 percent,87,,,"2,4,6-tripropyl-1,3,5,2,4,6-trioxatriphosphinane-2,4,6-trioxide",,tetrahydrofuran; ethyl acetate
30250097,1,95,full reaction; has preparation,C11H13NO,N-(4-chlorophenyl)cyclopropanecarboxamide,198740,CC1=CC=C(C=C1)C(=N\O)\C1CC1>>ClC1=CC=C(NC(=O)C2CC2)C=C1,Preparation,,20 T3P catalyzed synthesis of amides/lactams from ketoximes:,"To a solution of ketoxime (0.01 mol) in THF (10 mL) was added T3P (15 mol %, 50% soln in EtOAc) and the resulting reaction mixture was stirred at reflux for 1-4 h under nitrogen atmosphere. When the reaction was completed as confirmed by TLC, the solvent was removed under vacuum and the residue was diluted with water (20 mL). The product was extracted with ethyl acetate (2 ¡Á 20 mL) and the combined organic phase was washed with saturated NaHCO3 solution (1 ¡Á 10 mL) and brine. The organic phase was dried over anhydrous Na2SO4. The solvent was removed under reduced pressure to afford the desired amides in good purity.",1,,,,,,70,,,Inert atmosphere,Beckmann rearrangement,,,,,scheme or table,,N-(4-chlorophenyl)cyclopropanecarboxamide,94 percent,94,,,"2,4,6-tripropyl-1,3,5,2,4,6-trioxatriphosphinane-2,4,6-trioxide",,tetrahydrofuran; ethyl acetate
30250098,1,95,full reaction; has preparation,C17H25N3O3,4-(4-acetylaminophenyl)-piperazine-1-carboxylic acid tert-butyl ester,278869,C\C(=N/O)C1=CC=C(C=C1)N1CCN(CC1)C(=O)OC(C)(C)C>>CC(=O)NC1=CC=C(C=C1)N1CCN(CC1)C(=O)OC(C)(C)C,Preparation,,20 T3P catalyzed synthesis of amides/lactams from ketoximes:,"To a solution of ketoxime (0.01 mol) in THF (10 mL) was added T3P (15 mol %, 50% soln in EtOAc) and the resulting reaction mixture was stirred at reflux for 1-4 h under nitrogen atmosphere. When the reaction was completed as confirmed by TLC, the solvent was removed under vacuum and the residue was diluted with water (20 mL). The product was extracted with ethyl acetate (2 ¡Á 20 mL) and the combined organic phase was washed with saturated NaHCO3 solution (1 ¡Á 10 mL) and brine. The organic phase was dried over anhydrous Na2SO4. The solvent was removed under reduced pressure to afford the desired amides in good purity.",1,,,,,,70,,,Inert atmosphere,Beckmann rearrangement,,,,,scheme or table,,4-(4-acetylaminophenyl)-piperazine-1-carboxylic acid tert-butyl ester,89 percent,89,,,"2,4,6-tripropyl-1,3,5,2,4,6-trioxatriphosphinane-2,4,6-trioxide",,tetrahydrofuran; ethyl acetate
30250099,1,95,full reaction; has preparation,C8H7ClN2O3,N-(4-chloro-3-nitrophenyl)acetamide,198740,C\C(=N/O)C1=CC(=C(Cl)C=C1)N(=O)=O>>CC(=O)NC1=CC=C(Cl)C(=C1)N(=O)=O,Preparation,,20 T3P catalyzed synthesis of amides/lactams from ketoximes:,"To a solution of ketoxime (0.01 mol) in THF (10 mL) was added T3P (15 mol %, 50% soln in EtOAc) and the resulting reaction mixture was stirred at reflux for 1-4 h under nitrogen atmosphere. When the reaction was completed as confirmed by TLC, the solvent was removed under vacuum and the residue was diluted with water (20 mL). The product was extracted with ethyl acetate (2 ¡Á 20 mL) and the combined organic phase was washed with saturated NaHCO3 solution (1 ¡Á 10 mL) and brine. The organic phase was dried over anhydrous Na2SO4. The solvent was removed under reduced pressure to afford the desired amides in good purity.",1,,,,,,70,,,Inert atmosphere,Beckmann rearrangement,,,,,scheme or table,,N-(4-chloro-3-nitrophenyl)acetamide,95 percent,95,,,"2,4,6-tripropyl-1,3,5,2,4,6-trioxatriphosphinane-2,4,6-trioxide",,tetrahydrofuran; ethyl acetate
30250100,1,95,full reaction; has preparation,"(E)-4-methyl-3,4-dihydronaphthalene-1(2H)-ketoxime","5-methyl-1,3,4,5-tetrahydro-1-benzazepin-2-one",124904,CC1CC\C(=N/O)C2=CC=CC=C12>>CC1CCC(=O)NC2=C1C=CC=C2,Preparation,,20 T3P catalyzed synthesis of amides/lactams from ketoximes:,"To a solution of ketoxime (0.01 mol) in THF (10 mL) was added T3P (15 mol %, 50% soln in EtOAc) and the resulting reaction mixture was stirred at reflux for 1-4 h under nitrogen atmosphere. When the reaction was completed as confirmed by TLC, the solvent was removed under vacuum and the residue was diluted with water (20 mL). The product was extracted with ethyl acetate (2 ¡Á 20 mL) and the combined organic phase was washed with saturated NaHCO3 solution (1 ¡Á 10 mL) and brine. The organic phase was dried over anhydrous Na2SO4. The solvent was removed under reduced pressure to afford the desired amides in good purity.",1,,,,,,70,,,Inert atmosphere,Beckmann rearrangement,,,,,scheme or table,,"5-methyl-1,3,4,5-tetrahydro-1-benzazepin-2-one",90 percent,90,,,"2,4,6-tripropyl-1,3,5,2,4,6-trioxatriphosphinane-2,4,6-trioxide",,tetrahydrofuran; ethyl acetate
30250101,1,95,full reaction; has preparation,acetophenone oxime,N-cyclohexylpropanamide,198753,CC\C(=N/O)C1CCCCC1>>CCC(=O)NC1CCCCC1,Preparation,,20 T3P catalyzed synthesis of amides/lactams from ketoximes:,"To a solution of ketoxime (0.01 mol) in THF (10 mL) was added T3P (15 mol %, 50% soln in EtOAc) and the resulting reaction mixture was stirred at reflux for 1-4 h under nitrogen atmosphere. When the reaction was completed as confirmed by TLC, the solvent was removed under vacuum and the residue was diluted with water (20 mL). The product was extracted with ethyl acetate (2 ¡Á 20 mL) and the combined organic phase was washed with saturated NaHCO3 solution (1 ¡Á 10 mL) and brine. The organic phase was dried over anhydrous Na2SO4. The solvent was removed under reduced pressure to afford the desired amides in good purity.",1,,,,,,70,,,Inert atmosphere,Beckmann rearrangement,,,,,scheme or table,,N-cyclohexylpropanamide,91 percent,91,,,"2,4,6-tripropyl-1,3,5,2,4,6-trioxatriphosphinane-2,4,6-trioxide",,tetrahydrofuran; ethyl acetate
30250102,1,95,full reaction; has preparation,C7H5F2NO2,"3,5-difluoro-4-hydroxybenzonitrile",141910,O\N=C\C1=CC(F)=C(O)C(F)=C1>>OC1=C(F)C=C(C=C1F)C#N,Preparation,,21 T3P catalyzed synthesis of nitriles from aldoximes:,"To a solution of aldoxime (0.01 mol) in THF (10 mL) was added T3P (15 mol %, 50% soln in EtOAc) and the resulting reaction mixture was stirred at room temperature for 1-2 h under nitrogen atmosphere. When the reaction was completed as confirmed by TLC, the solvent was removed under vacuum and the residue was diluted with water (20 mL). The product was extracted with ethyl acetate (2 ¡Á 20 mL) and the combined organic phase was washed with saturated NaHCO3 solution (1 ¡Á 10 mL) and brine. The organic phase was dried over anhydrous Na2SO4. The solvent was removed under reduced pressure to afford the desired nitriles in good purity.",1,,,,,,20,,,Inert atmosphere,Beckmann rearrangement,,,,,scheme or table,,"3,5-difluoro-4-hydroxybenzonitrile",94 percent,94,,,"2,4,6-tripropyl-1,3,5,2,4,6-trioxatriphosphinane-2,4,6-trioxide",,tetrahydrofuran; ethyl acetate
30250103,1,95,full reaction; has preparation,C6H4Br2N2O,"3,5-dibromopyridine-4-carbonitrile",141919,O\N=C\C1=C(Br)C=NC=C1Br>>BrC1=CN=CC(Br)=C1C#N,Preparation,,21 T3P catalyzed synthesis of nitriles from aldoximes:,"To a solution of aldoxime (0.01 mol) in THF (10 mL) was added T3P (15 mol %, 50% soln in EtOAc) and the resulting reaction mixture was stirred at room temperature for 1-2 h under nitrogen atmosphere. When the reaction was completed as confirmed by TLC, the solvent was removed under vacuum and the residue was diluted with water (20 mL). The product was extracted with ethyl acetate (2 ¡Á 20 mL) and the combined organic phase was washed with saturated NaHCO3 solution (1 ¡Á 10 mL) and brine. The organic phase was dried over anhydrous Na2SO4. The solvent was removed under reduced pressure to afford the desired nitriles in good purity.",1,,,,,,20,,,Inert atmosphere,Beckmann rearrangement,,,,,scheme or table,,"3,5-dibromopyridine-4-carbonitrile",96 percent,96,,,"2,4,6-tripropyl-1,3,5,2,4,6-trioxatriphosphinane-2,4,6-trioxide",,tetrahydrofuran; ethyl acetate
